,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
409,1941,CLASSIC,1665244518043,,,11,,0,2,0,223,0,,2,549,1554,549,53014,,12,0,0,0,,,False,False,False,False,False,False,,9461,10250,,0,0,0,3860,6662,2010,3111,8020,3211,3364,15,0,4,BOTTOM,2,0,1,516,20323,8632,32906,,4,0,0,0,0,0,,0,5739,670,6984,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,59,21,22,10,3,4,0,3,23,False,UTILITY,21,,30590,9302,1227,41160,,8525,162,43,349,335,3,0,4527,0,1269,0,0,5,0,,23,0,2,10,True,0,112,0,0,1,0,0,0,0,0,287.4892675665201,0.2384334081264462,0,12,18,0,0,0,1389.640380859375,0,0,11,0,0,0,0,0,,1,0,1941.5387823854976,0,292.40217161795516,0,2,0,0,0,0,0,1.25,2,0.3333333333333333,0,0,0,0,1,0,1,7,19,0,0,16,6,1,,-85.00000002980232,0,0,0,0,6662,0,1,0,0,0,14,0,0,0,0,0,0,1,,148,33,0,0,0,10,0,2,0,15,0,0,5,0,0,1,0.07291817150229125,0,2,0,1,15,0,,0,-0.5659099817276001,0.7217638331350337,2,1,1,5002,5002,5005,8400,8300,8465,1874,0,0,8463,261,0,0,8473,646,0,0,8242,183,0,0,8345,3,0,0,8410,60,0,0
410,1917,CLASSIC,1665239249124,,,18,,0,3,0,53,0,,2,1317,2103,1317,21938,,5,0,0,0,,,False,False,False,False,False,False,,8856,7500,,0,1,0,3860,3190,3050,3117,3801,1006,3364,14,0,2,BOTTOM,0,0,1,847,14069,7046,6761,,0,1,0,1,0,0,,0,8311,2777,12413,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,37,33,35,11,5,4,3,14,23,False,UTILITY,49,,28691,10119,0,19637,,805,0,30,215,183,1,0,6310,296,462,0,1,2,0,,25,0,0,13,True,0,116,0,0,1,0,0,0,0,0,316.54730664548265,0.1520261907055885,0,5,8,0,1,0,0,0,0,53,0,0,0,0,0,,1,1,1918.1095197999998,0,277.0372737040883,0,13,0,0,0,0,0,4,0,0.38461538461538464,0,2,0,0,0,0,10,5,12,0,0,1,0,2,,-85.00000005960464,0,0,0,0,3190,0,0,0,0,0,15,0,0,0,0,0,0,0,,106,16,0,0,1,13,0,2,0,20,0,0,8,0,0,1,0.09132772106889758,0,2,0,1,5,0,,0,0.6921597719192505,0.7869017744864848,0,0,0,5002,5002,5007,8300,8400,8351,60,1279,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,433,0,0,8242,88,0,0
411,1691,CLASSIC,1665153548263,,,8,,0,0,0,53,0,,2,705,705,705,16900,,8,0,0,0,,,False,False,False,False,False,False,,6166,4900,,0,0,1,3860,3190,3117,3024,0,0,3364,11,0,0,BOTTOM,0,0,0,739,10286,4314,11922,,0,0,1,0,0,0,,0,7999,2604,7187,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,23,30,18,9,2,4,2,14,23,False,UTILITY,33,,23301,6989,0,20216,,208,0,25,98,192,1,0,5015,70,1106,0,0,8,0,,12,0,1,11,False,0,80,0,0,0,0,0,0,0,0,247.98210976991788,0.17250922433889856,0,8,12,0,0,0,0,0,0,41,0,0,0,0,0,,0,0,1691.1745984860925,0,218.77155026043727,0,6,0,0,0,0,0,1,0,0.6153846153846154,0,0,0,0,0,0,3,3,10,0,0,12,0,1,,-120.00000005960464,0,0,0,0,3190,0,0,0,0,0,7,0,0,0,0,0,0,0,,117,13,0,0,0,11,0,3,0,8,0,0,1,0,0,0,0.13243133610212107,0,1,0,1,0,0,,0,-0.7123233079910278,0.45340518888070425,1,1,0,5002,5008,5005,8000,8400,8008,0,0,0,9111,207,160,0,9104,0,0,0,8299,224,0,0,8473,612,0,0,8451,149,0,0
412,1382,CLASSIC,1665140038999,,,5,,0,3,0,10,0,,1,0,329,0,9011,,8,0,0,0,,,False,False,False,False,False,True,,6703,5900,,0,0,2,1055,3006,3115,4635,0,0,3340,12,1,3,TOP,0,2,1,304,32163,6265,4350,,0,0,0,0,0,0,,0,26524,2617,12270,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SOLO,0,34,15,34,3,2,4,2,14,23,False,TOP,8,,67402,9162,0,16710,,2008,270,75,123,148,4,0,8715,280,89,0,0,9,0,,5,0,0,3,False,0,86,0,0,0,0,375,0,0,0,397.57454899545775,0.16332806633674476,0,8,12,0,0,0,270,0,0,0,0,0,0,0,0,,0,1,1382.7238733,0,290.881058293904,0,0,0,0,0,0,0,1,0,0.4,0,0,0,0,1,0,0,6,25,0,0,1,0,1,,-105.00000005960464,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,,65,21,0,0,1,3,0,0,0,8,0,0,2,0,0,0,0.16275926679139233,0,0,0,0,0,0,,0,-0.1868041753768921,0.22787320182414803,0,0,0,5002,5008,5005,8000,8400,8008,19,0,0,9111,135,160,0,9104,22,10,0,8299,213,0,0,8473,760,0,0,8451,178,0,0
413,1659,CLASSIC,1665084883806,,,11,,0,3,0,53,0,,2,2031,3246,2031,18918,,6,0,0,0,,,False,False,False,False,False,True,,7432,5700,,0,1,0,3860,3190,3067,3117,3024,0,3364,12,0,2,BOTTOM,0,0,1,381,11609,3482,7550,,0,0,0,0,0,0,,0,12473,2356,10285,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,24,19,28,7,3,4,3,14,23,False,UTILITY,36,,31452,6073,151,18437,,1577,0,38,177,118,1,0,7368,233,602,1,2,3,0,,27,0,1,12,True,0,78,0,0,1,0,0,0,0,0,219.55873193522243,0.19735345398580662,0,6,0,0,0,0,151.66224670410156,0,0,48,0,0,0,0,0,,0,1,1659.62017702856,0,268.70060598085325,0,9,0,0,0,0,0,2.1666666666666665,1,0.4642857142857143,0,0,0,0,0,0,7,4,15,0,0,8,3,1,,-97.00000005960464,0,0,0,0,3190,0,0,0,0,0,8,0,0,0,0,0,0,0,,14,18,0,0,0,12,0,0,0,13,0,0,1,0,0,1,0.08466103672128847,0,1,0,1,5,0,,0,-0.229739248752594,0.9981169202366791,1,1,0,5002,5002,5007,8300,8400,8351,45,430,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,526,0,0,8242,72,0,0
414,1245,CLASSIC,1665083248448,,,6,,0,5,1,53,0,,3,174,2529,174,12764,,3,1,0,0,,,False,False,False,False,False,True,,5762,5225,,0,0,0,3859,2010,3190,3067,3117,1027,3364,13,0,3,BOTTOM,0,0,1,648,4525,2226,2212,,0,0,0,0,0,0,,0,7651,1969,9819,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,21,14,11,4,2,4,3,14,22,False,UTILITY,21,,21324,4525,0,12353,,0,0,30,137,71,0,0,9147,330,321,0,0,4,0,,17,1,0,9,True,0,50,0,0,0,0,150,0,0,1,217.95161338949885,0.18961829464293792,0,3,11,0,0,1,0,0,0,27,0,0,0,0,0,,0,0,1245.9283306999998,0,277.5220292161465,0,8,0,0,0,0,0,3,0,0.4090909090909091,0,1,0,0,0,0,5,4,12,0,0,8,1,2,,-113.00000005960464,0,0,0,0,3190,0,0,0,0,0,7,0,0,0,0,0,0,0,,72,8,0,0,0,8,0,0,0,9,0,0,6,0,0,0,0.10171331096476484,0,0,0,1,0,0,,0,2.2220678329467773,0.8552836263313636,0,0,1,5002,5002,5007,8300,8400,8351,28,458,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,392,0,0,8242,41,0,0
415,973,ARAM,1665003424311,,,27,,0,0,0,36,0,,2,224,224,224,21907,,5,0,0,0,,,True,False,False,False,False,False,,11654,10300,,0,1,0,3068,3111,2003,3083,3065,0,0,11,2,9,NONE,0,4,1,259,15591,7493,10493,,0,0,0,1,0,0,,0,8976,4328,11805,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,63,16,29,5,1,4,4,7,22,False,,8,,24808,12062,0,28493,,8311,425,27,116,110,3,0,240,240,6194,0,2,0,0,,0,0,0,0,True,0,113,1,0,0,0,150,0,0,0,743.485937759181,0.38896784257454736,0,5,0,0,0,0,425.99993896484375,0,0,0,0,0,0,0,0,,1,10,973.4230216999999,0,718.3706163765471,0,0,0,0,0,0,1,7.2,2,0.6101694915254238,0,2,0,0,0,0,0,9,18,0,0,16,0,4,,-20,0,0,0,0,3068,0,2,0,0,0,25,0,0,0,0,0,0,0,14.520682499999907,25,30,0,0,0,0,0,0,1,36,1,0,34,0,0,0,0.10622068709351327,0,0,0,0,0,0,,0,-1,0,2,2,0,5001,5002,5007,8400,8000,8437,829,719,0,8446,0,0,0,8429,50,12,14,8451,277,0,0,9111,2245,360,0,9105,5,50,0
416,1967,CLASSIC,1664992083606,,,9,,0,2,0,115,0,,2,0,243,0,11731,,9,0,0,0,,,False,False,False,False,False,False,,7406,7100,,0,0,3,1056,6653,3003,3020,0,0,3340,12,0,2,MIDDLE,0,0,1,503,63606,17639,13637,,0,0,1,0,0,0,,0,14034,497,9790,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SOLO,0,92,42,37,9,4,4,1,14,22,False,MIDDLE,13,,92478,18274,0,23773,,1384,0,82,153,211,1,0,14837,138,345,0,0,11,0,,8,0,0,5,False,0,180,0,0,0,0,0,0,0,0,557.3651564782508,0.18010084917804994,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,,0,1,1967.2682173760652,0,225.89095466394926,0,2,0,0,0,0,0,1.2222222222222223,1,0.39285714285714285,0,0,0,0,2,0,2,13,38,0,0,2,0,1,,-92.00000002980232,0,0,0,0,6653,0,0,0,0,0,10,0,0,0,0,0,0,0,,2,63,0,0,1,5,0,0,0,11,0,0,1,0,0,0,0.1605034078095831,0,1,0,0,0,0,,0,-0.4339914917945862,0.2661774244940372,0,0,0,5003,5008,5008,8200,8300,8229,1501,0,0,8226,250,811,0,8210,12,0,0,8237,822,0,0,8304,12,0,0,8345,3,0,0
417,1418,CLASSIC,1664989686610,,,11,,0,0,0,53,0,,2,849,2813,849,8755,,2,0,0,0,,,True,False,True,False,False,False,,7552,6400,,0,1,0,3860,3190,2010,3117,3050,0,3364,10,1,2,BOTTOM,0,2,1,1037,7738,3318,3048,,4,1,0,1,0,0,,0,7990,1692,6112,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,26,16,17,3,2,4,2,14,22,False,UTILITY,25,,26074,5115,0,9761,,835,0,30,127,67,1,0,10345,104,599,1,4,0,0,,16,0,1,6,True,0,62,0,0,0,0,0,1,1,0,216.38669739975123,0.1203429906782066,0,2,5,0,1,1,0,0,0,34,4,0,0,0,0,,2,0,1418.3137061472285,0,319.5089657164035,0,10,0,0,0,0,0,6.5,0,0.325,0,0,0,0,0,0,7,4,16,0,0,17,0,3,,-112.00000008940697,0,0,0,0,3190,0,0,0,0,0,12,0,0,0,0,0,0,0,,40,12,0,0,0,6,0,0,0,13,0,0,6,0,0,0,0.07013659050358134,0,0,0,3,0,0,,0,0.2440892457962036,0.6848184699692601,1,1,1,5002,5002,5007,8300,8400,8351,24,272,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,304,0,0,8242,20,0,0
418,1737,CLASSIC,1664902466596,,,12,,0,0,0,53,0,,2,1013,1898,1013,16959,,3,0,0,0,,,False,False,False,False,False,True,,7763,7200,,1,2,0,3860,3050,2010,3190,3117,3801,3364,15,0,1,BOTTOM,0,0,1,821,12025,3763,10400,,0,0,0,0,0,0,,0,9912,1976,6913,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,24,10,26,8,3,4,1,14,22,False,UTILITY,28,,28123,5790,0,17956,,1252,0,33,148,65,1,0,6185,50,642,2,2,1,0,,22,0,1,9,True,0,68,0,0,1,0,0,0,0,0,199.95407857046249,0.15426663582775887,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0,,0,0,1737.4321788,0,268.1051650242551,0,5,0,0,0,0,0,4.333333333333333,1,0.34210526315789475,0,0,0,0,0,0,2,2,17,0,0,14.599999994039536,0,1,,-97.50000002980232,0,0,0,0,3190,0,0,0,0,0,13,0,0,0,0,0,0,0,30.536978699999963,18,11,0,0,0,9,0,2,0,13,0,0,2,0,0,1,0.058618939965888434,0,1,0,0,0,0,,0,21.85816192626953,0.7893774112802635,1,1,0,5002,5002,5007,8300,8400,8351,39,1163,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,383,0,0,8242,46,0,0
419,1944,CLASSIC,1664899937061,,,15,,0,0,1,54,0,,2,1299,8863,1299,28872,,4,0,0,2,,,False,False,False,False,False,False,,10447,8000,,0,0,0,3860,2003,3047,6662,3075,1011,3364,17,1,4,BOTTOM,0,2,1,761,35455,12079,7241,,8,0,0,0,0,0,,0,13211,1918,7908,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,47,15,29,7,3,4,1,14,22,False,UTILITY,26,,57986,14798,0,17676,,1981,0,49,371,139,1,0,9318,800,2526,1,4,3,0,,27,0,3,12,True,0,98,0,0,1,0,0,0,0,0,456.6285393699292,0.12138268464436286,0,4,30,0,3,0,0,0,0,8,0,1,0,0,0,,0,0,1944.4905568926263,0,322.3618685897343,0,4,0,0,0,0,0,4.75,1,0.4318181818181818,0,2,0,0,0,1,0,6,13,0,0,12,1,3,,-90.75000005960464,0,0,0,0,6662,0,0,0,1,0,16,0,0,0,0,0,0,0,,181,23,0,0,1,12,0,0,1,19,1,0,7,0,0,1,0.11893520152047064,1,0,0,2,0,0,,0,-0.15346139669418335,0.8357067284784162,4,2,0,5002,5008,5008,8200,8100,8229,1336,0,0,8226,250,512,0,8210,10,0,0,8237,654,0,0,8126,399,0,0,8106,5,0,0
420,1224,CLASSIC,1664815185131,,,7,,0,0,0,53,0,,2,221,390,221,13980,,7,0,0,0,,,False,False,False,False,False,True,,4528,4000,,0,0,0,3859,2003,2010,3190,3117,0,3364,9,0,0,BOTTOM,0,0,0,479,4777,3495,3443,,0,0,0,0,0,0,,0,5567,1928,9893,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,22,15,16,7,2,4,2,14,22,False,UTILITY,28,,15896,5623,0,13526,,0,0,19,115,168,0,0,5551,200,190,0,0,6,0,,13,0,0,7,False,0,60,0,0,0,0,0,0,0,0,275.5286497850297,0.18028850753359243,0,7,0,0,0,0,0,0,0,31,0,0,0,0,0,,0,0,1224.6933158,0,221.8550321902557,0,7,0,0,0,0,0,1,0,0.5833333333333334,0,0,0,0,0,0,3,2,17,0,0,15,0,1,,-106,0,0,0,0,3190,0,0,0,0,0,7,0,0,0,0,0,0,0,,27,8,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0.1205164936831337,0,0,0,1,0,0,,0,-0.5982011556625366,0.6758262271035693,0,0,0,5002,5002,5007,8300,8400,8351,39,407,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,690,0,0,8242,49,0,0
421,1642,CLASSIC,1664726109767,,,7,,0,1,0,63,0,,2,0,8127,0,6238,,8,0,1,0,,,False,False,False,False,False,True,,7671,6985,,0,0,1,3853,6653,3020,1011,1052,1026,3364,14,1,3,BOTTOM,0,2,2,343,15241,8208,12959,,0,0,0,0,0,0,,0,4846,488,5852,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,22,25,17,2,2,4,1,14,21,False,UTILITY,8,,24660,8816,0,19421,,2691,0,10,13,176,1,0,4572,120,610,0,0,7,0,,27,0,1,13,False,0,66,0,0,0,0,450,0,1,0,322.08786002649964,0.20088173996406117,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,,0,0,1642.4665465898815,0,280.2564393945086,0,2,0,0,0,0,0,1.25,2,0.5263157894736842,0,0,0,0,2,0,0,2,2,0,0,2,0,1,,-100.50000005960464,0,0,1,0,6653,0,0,0,0,0,10,0,0,0,0,0,0,0,,55,12,0,0,0,13,0,0,0,10,0,0,5,0,0,0,0.14094548078787994,0,1,0,0,0,0,,0,1.016632080078125,1.014479932611694,1,1,1,5002,5008,5008,8100,8200,8128,708,12,0,8139,449,0,0,8138,30,0,0,8135,400,4,0,8226,250,59,0,8237,450,0,0
422,1858,CLASSIC,1664723792857,,,21,,0,1,0,53,0,,2,1127,3533,1127,21812,,3,0,0,0,,,False,False,False,False,False,False,,8933,8700,,0,1,0,3860,3109,3050,3190,3117,0,3364,15,1,2,BOTTOM,0,2,1,800,8207,3518,8516,,4,0,0,0,0,0,,0,8712,1330,9308,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,41,18,26,8,1,4,1,14,21,False,UTILITY,27,,23310,4914,173,19079,,3244,0,28,166,82,1,0,6389,66,1254,0,1,4,0,,31,0,1,13,True,1,93,0,4,1,0,0,0,1,0,158.6805426646777,0.15466143384620465,0,3,0,0,2,0,173.0361328125,0,0,42,0,0,0,0,0,,0,1,1858.225670652038,0,288.4652933963396,0,14,0,0,0,0,0,7.666666666666667,4,0.4791666666666667,0,0,0,0,0,0,11,1,13,0,0,24,0,3,,-108.00000005960464,0,0,0,0,3190,0,0,0,0,0,20,0,0,0,0,0,0,0,14.244627237708528,3,15,0,0,0,13,0,0,0,23,0,0,7,0,0,1,0.05042799967446541,0,0,0,4,0,0,,0,-0.22255098819732666,1.0182190433880889,2,1,0,5002,5002,5007,8300,8400,8351,51,257,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,953,0,0,8242,46,0,0
423,2172,CLASSIC,1664614011383,,,8,,0,0,0,53,0,,2,581,935,581,34333,,9,0,0,0,,,False,False,False,False,False,False,,8521,8500,,0,0,2,3860,3190,3050,2010,3117,3082,3364,16,0,1,BOTTOM,0,0,1,1018,7243,3532,6346,,0,0,1,0,0,0,,0,7913,1791,17705,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,32,22,14,4,3,4,2,14,21,False,UTILITY,32,,19913,5924,0,28852,,1289,0,31,152,283,1,0,4756,600,4800,0,2,10,0,,44,0,4,17,False,0,72,0,0,0,0,150,0,0,0,163.57980516812168,0.16758406618486094,0,9,7,0,1,0,0,0,0,39,0,0,0,0,0,,0,1,2172.946684630053,0,235.29219835911238,0,7,0,0,0,0,0,1,1,0.3103448275862069,0,0,0,0,0,0,5,0,16,0,0,19,0,1,,-69.00000002980232,0,0,0,0,3190,0,1,0,0,0,8,0,0,0,0,0,0,0,,117,13,0,0,0,17,0,0,1,9,0,0,6,0,0,0,0.06449727339845956,0,1,0,3,5,0,,0,0.1090935468673706,1.2289300136502659,4,1,0,5002,5002,5007,8300,8400,8351,49,1511,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,614,0,0,8242,96,0,0
424,643,CLASSIC,1664612923560,,,8,,0,0,0,54,0,,2,864,864,864,2591,,0,0,0,0,,,True,False,False,False,False,True,,3547,3050,,0,0,0,3858,2003,3047,6660,1033,0,3340,8,0,0,NONE,0,0,0,0,3559,1960,301,,0,0,0,0,0,0,,0,3596,873,2111,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,16,5,8,1,1,4,1,14,21,False,UTILITY,7,,10574,2995,0,2413,,0,0,14,76,0,0,0,3418,161,0,0,1,0,0,,4,0,0,3,True,0,30,0,0,0,0,0,0,0,0,279.252233277653,0.11767666161320096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,643.6848596,0,330.6833401476514,0,1,0,0,0,0,1,8,3,0.5333333333333333,0,0,0,0,0,0,0,6,14,0,0,7,0,2,,-100.00000005960464,0,0,0,0,,0,0,0,0,0,7,0,0,1,0,0,0,0,,13,8,0,0,0,3,0,0,1,8,0,0,8,0,0,0,0.1444933473453798,0,0,0,5,0,0,,0,-0.0990094542503357,0.4316556231905884,0,0,0,5002,5008,5008,8200,8100,8229,246,0,0,8226,225,0,0,8210,0,0,0,8237,219,0,0,8126,107,0,0,8106,4,0,0
425,2650,CLASSIC,1664555214699,,,17,,0,0,0,267,0,,2,642,1649,642,11102,,8,0,0,0,,,False,False,False,False,False,False,,9674,9350,,0,2,2,3853,4005,6616,3158,3011,3067,3364,16,0,0,BOTTOM,0,0,0,635,7435,4334,12167,,1,0,1,0,0,0,,0,7001,229,11695,,XVHOCosPT0oX0q7PpWuFaj8Ll2bP9O7fscbCLRVx0tsNxKDIV2UltUgQKg0PL6P4sX2VGtmBAaSMWQ,0,SUPPORT,0,29,85,56,6,2,4,0,14,21,False,UTILITY,13,,14437,4564,2187,25872,,14079,7822,11,123,234,5,0,0,0,2009,0,3,9,0,,33,0,2,14,False,1,176,0,0,1,0,0,0,0,0,103.31079069701258,0.11675508726951327,0,7,16,0,1,0,10010.103515625,0,0,6,1.2000000178813934,0,0,0,0,,0,0,2650.719616078244,0,218.98048944348102,0,1,0,0,0,0,0,2.125,3,0.4358974358974359,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,-95.00000002980232,0,0,0,0,4005,0,0,0,0,0,14,0,0,0,0,0,1,0,,113,25,0,0,0,14,0,0,1,17,0,0,2,0,0,1,0.032464618346326364,0,0,0,1,0,0,,0,-0.35111862421035767,0.761962604249328,2,0,0,5002,5008,5008,8200,8300,8214,580,2051,0,8226,250,573,0,8210,6,0,0,8237,377,0,0,8345,3,0,0,8347,0,0,0
