,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestDragonTakedown,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,fasterSupportQuestCompletion,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,highestWardKills,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
10,916,CLASSIC,1682845711731,0,0,1,0,0,0,0,51,0,0,2,996,996,996,2632,0,6,1,0,0,1,0,False,False,False,False,False,True,0,4026,3575,0,0,0,0,1055,1018,6670,3006,0,0,3340,10,0,0,NONE,276,0,0,311,237,237,1091,0,0,0,0,0,0,0,0,0,27197,3700,5409,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,25,15,6,0,2,7,2,4,170,False,BOTTOM,4,0,27434,3937,0,7093,0,450,20,74,18,92,2,0,0,0,592,0,0,0,0,0,9,1,0,5,False,0,46,0,0,0,0,0,0,0,,1,257.806462153409,0.17026278565160416,0,6,0,0,0,,0,20.5025634765625,0,0,2,0,0,0,0,0,,0,0,916.3627676,0,263.65921748125703,0,,1,0,0,0,0,0,0.16666666666666666,1,0.25,0,0,0,0,0,0,0,7,36,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,2,16,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0.22488929182535533,0,0,0,0,1,0,2,0,1.6958808898925781,0.6061421418866497,0,0,0,5002,5008,5005,8000,8200,8008,6,0,0,8009,243,0,0,9103,0,0,0,8014,56,0,0,8233,10,20,0,8236,4,0,0
11,986,CLASSIC,1682844320173,0,0,5,0,0,0,2,51,0,0,2,4776,4776,4776,1797,0,0,1,0,0,0,1,True,False,False,False,False,True,0,6811,6125,0,0,0,0,6672,3086,3006,0,1055,0,3340,11,0,2,NONE,196,2,1,0,321,241,1154,0,0,0,0,0,0,0,0,0,59474,10058,2606,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,33,10,6,4,1,7,1,4,170,False,BOTTOM,5,0,63210,10518,0,3850,0,1478,178,123,22,0,2,0,3414,218,90,1,2,0,0,0,10,1,1,5,True,0,53,0,0,0,0,0,0,0,0.24607655728119324,1,639.4660885272788,0.08513113626640313,0,0,0,0,0,,0,178,0,0,3,0,0,0,0,0,,1,0,986.9164920999999,0,414.12152157407445,0,,1,0,0,0,0,1,7,0,0.5,0,2,0,0,0,0,0,12,59,1,0,0,55,1,2,0,0,0,0,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0,0,10.738137499999993,6,27,0,0,1,4,0,4,1,7,0,0,3,0,0,0,0.28297739221562296,0,1,0,0,5,5,4,0,0.368236780166626,0.6640230242259175,1,1,0,5002,5008,5005,8000,8200,8008,39,3,0,8009,771,0,0,9103,0,0,0,8014,262,0,0,8233,8,50,0,8236,4,0,0
12,1187,CLASSIC,1682842543319,0,0,3,0,0,0,0,201,0,0,5,0,0,0,8801,0,4,3,0,0,0,6,False,False,False,False,False,True,0,4562,4325,0,0,0,0,3857,2003,3190,0,0,3047,3364,19,0,1,NONE,0,0,1,413,3302,2428,3153,0,0,0,0,0,0,0,0,0,3942,580,5597,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,28,9,10,3,3,14,3,4,170,False,UTILITY,14,0,14789,3506,347,9662,0,106,122,32,79,63,3,0,7544,497,911,0,0,3,0,0,37,3,4,15,False,0,50,0,0,0,0,0,0,0,0.14894567416274057,3,177.09815237810983,0.15772736894183256,0,4,8,0,0,,0,469.912841796875,0,0,9,0,0,0,0,0,,0,0,1188.0216017999999,0,230.44379548019262,0,,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,5,17,0,0,0,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,0,0,,43,18,0,0,0,12,0,2,0,4,0,0,2,0,0,0,0.09640003264821151,0,0,0,0,0,0,1,0,3.3834853172302246,1.8687812005597613,4,4,0,5002,5002,5005,8400,8300,8465,697,0,0,8463,173,0,0,8473,410,0,0,8242,41,0,0,8345,3,0,0,8347,0,0,0
13,2046,CLASSIC,1682840019767,0,1,18,0,0,0,0,201,0,0,5,516,2033,516,30769,0,7,3,1,0,2,12,True,False,False,False,False,False,0,9863,8425,0,0,0,0,3190,3857,8001,3076,3047,3801,3364,26,1,4,BOTTOM,3,3,2,569,11273,9283,11528,0,0,0,0,1,0,0,0,0,6566,2399,13757,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,63,38,27,10,6,14,4,4,170,False,UTILITY,51,0,23955,12641,3163,27303,0,1516,758,29,196,214,5,0,6116,957,2017,0,0,4,0,1,89,3,6,30,True,0,138,0,0,1,0,0,0,0,0.6180756397616124,3,370.6123590906619,0.1851103141846582,0,7,51,0,2,1648.4745431,1,3921.93212890625,0,0,38,0,0,0,0,0,,0,3,2046.5421875999998,0,289.1819814836247,0,1,15,0,0,0,0,0,3.142857142857143,3,0.6666666666666666,0,0,0,0,0,1,0,5,12,0,0,0,1,12,1,0,0,0,0,1,0,3190,0,1,0,0,0,17,1,0,0,0,0,0,7,0,,260,55,0,0,0,27,0,6,0,22,0,0,6,0,0,1,0.11117823513383118,0,0,1,0,2,0,0,0,0.6242176294326782,2.6208251828263047,6,2,1,5002,5002,5005,8400,8300,8465,1806,0,0,8463,1193,0,0,8473,661,0,0,8242,98,0,0,8345,3,0,0,8347,0,0,0
14,1798,CLASSIC,1682802676184,0,1,9,1,0,0,0,201,0,0,6,769,1120,769,30708,0,11,4,0,0,0,8,False,False,False,False,False,False,0,6602,6100,0,0,0,2,3857,3190,3047,3076,1011,0,3364,25,0,0,BOTTOM,1,0,0,380,11169,6749,7664,0,0,0,1,0,0,0,1,0,8162,1587,17360,1,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,DUO,0,73,27,22,7,6,14,5,4,170,False,UTILITY,47,0,24780,8869,1893,25638,0,2976,1082,44,186,270,4,0,5447,532,613,0,1,10,0,0,57,4,4,23,False,0,129,0,0,0,0,0,0,0,0.32574335562152984,4,295.90343900532304,0.15034285857025137,0,11,4,0,1,722.4178320999999,0,2976.0166015625,0,0,31,0,0,0,0,0,,0,0,1798.3785133,0,220.28839918753994,0,1,7,0,0,0,0,0,0.8181818181818182,0,0.34615384615384615,0,0,0,0,0,1,0,7,24,0,0,0,20.599999994039536,0,0,0,0,0,0,0,0,3190,0,0,0,0,0,8,1,0,0,0,0,0,1,0,,27,55,0,0,0,19,0,2,0,9,0,0,2,0,0,0,0.08767806175322335,0,2,0,0,1,0,1,0,1.5687360763549805,1.913743552300608,4,2,0,5002,5002,5005,8400,8300,8465,2484,0,0,8463,1888,0,0,8473,904,0,0,8242,113,0,0,8345,3,0,0,8347,0,0,0
15,1923,CLASSIC,1682800255668,0,1,24,0,0,0,0,201,0,2,6,1023,2490,1023,30501,0,6,4,0,0,0,15,False,False,False,False,False,False,0,8887,8400,1,0,1,0,3190,3857,3076,3109,1057,3047,3364,29,0,1,BOTTOM,4,0,1,984,14262,7387,10761,0,0,0,0,0,0,0,2,0,10985,1859,11658,1,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,69,24,22,10,7,14,4,4,170,False,UTILITY,49,0,35068,10546,2289,25329,0,3010,1167,40,181,183,5,0,9820,1300,2908,0,4,5,0,0,65,4,0,28,True,1,125,0,0,0,0,500,0,0,0.8446256090031935,4,329.01587129643286,0.17603764490229126,0,6,12,0,1,538.5419575,0,3456.531982421875,0,0,43,0,0,0,0,0,1,0,2,1923.2654074,0,277.26526221926366,0,,19,0,0,0,0,0,4.166666666666667,6,0.49019607843137253,0,0,0,0,0,0,0,4,13,0,0,0,17,1,2,0,0,0,0,0,0,3190,0,1,0,0,0,18,1,0,0,0,0,0,10,0,9.123615599999994,62,44,0,0,0,24,1,5,0,25,0,0,4,0,0,0,0.0781399731866881,0,0,0,0,0,0,1,0,0.8591103553771973,2.045885776561664,0,0,0,5002,5002,5005,8400,8300,8465,2040,0,0,8463,1763,0,0,8473,779,0,0,8242,84,0,0,8316,537,0,0,8347,0,0,0
16,2108,CLASSIC,1682797766348,0,0,3,0,0,0,0,150,0,1,1,10204,10372,10204,26848,0,9,0,0,0,7,2,False,False,False,False,False,False,0,12304,12133,0,2,2,0,1055,3047,3078,3071,3153,3076,3340,24,0,2,TOP,0,0,1,502,10049,1991,7773,0,1,0,0,0,0,0,0,0,139253,11137,20717,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SOLO,0,115,14,26,5,3,12,5,4,170,False,TOP,16,0,154414,13304,0,31759,1,6245,0,186,295,262,1,0,5111,176,3267,6,6,5,0,0,18,0,1,11,True,0,160,0,0,0,0,375,0,0,,0,378.5055027861495,0.2084906426410221,0,9,0,0,0,,0,0,0,0,15,3,0,0,0,0,,0,0,2109.0189378,0,350.0566172849896,0,,1,0,0,0,0,0,0.5555555555555556,0,0.12195121951219512,0,0,0,0,1,0,1,7,55,0,0,0,11,3,1,0,0,0,0,0,0,3078,0,0,0,0,0,4,,0,0,0,0,0,0,0,,2,29,0,0,1,11,0,0,0,5,0,0,1,0,0,0,0.09567703561896462,0,0,0,0,0,0,8,0,-0.1468375325202942,0.5128850232696787,1,0,0,5002,5008,5005,8000,8400,8021,3140,2679,0,9111,402,100,0,9104,30,30,0,8299,756,0,0,8473,1571,0,0,8451,229,0,0
17,1070,CLASSIC,1682796192522,0,2,14,0,0,0,0,201,0,1,2,1157,1730,1157,9378,0,2,0,0,0,1,3,False,False,False,False,False,True,0,5935,4900,1,0,0,0,3855,3190,3047,3076,0,0,3364,15,0,1,NONE,4,0,1,721,6096,3485,1642,0,0,0,0,0,0,0,0,0,6464,1105,5282,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,30,15,11,4,4,14,2,4,170,False,UTILITY,22,0,19902,4879,776,7241,0,303,357,36,106,55,3,0,7341,288,317,0,1,0,0,0,24,0,2,10,True,1,60,0,0,0,0,0,0,0,,0,273.39113224599,0.12941189610592682,0,2,0,0,1,1062.8685977999999,0,1134.324951171875,0,0,16,0,0,0,0,0,,1,1,1070.9773951,0,332.5077839567746,0,1,11,0,0,0,0,0,7.5,0,0.5769230769230769,0,0,0,0,0,0,0,9,21,0,0,0,4,0,1,0,0,0,0,0,0,3190,0,0,0,0,0,13,1,0,0,0,0,0,0,0,5.272025100000064,1,26,0,0,0,10,0,10,0,15,0,0,10,0,0,0,0.11191177305482337,0,1,0,0,3,5,1,0,0.9674043655395508,1.3485096270420047,2,2,0,5002,5002,5005,8400,8300,8465,626,0,0,8463,501,0,0,8473,124,0,0,8242,23,0,0,8316,322,0,0,8347,0,0,0
18,1759,CLASSIC,1682793812973,0,1,13,0,0,0,5,201,0,3,5,1701,9725,1701,23979,0,2,2,1,0,1,3,False,False,False,True,False,True,0,9513,9325,0,0,3,0,3190,3857,3109,3047,3075,2055,3364,24,1,7,BOTTOM,4,5,2,796,12893,9372,5990,0,0,0,0,0,0,0,1,0,11459,2702,10919,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,66,30,26,9,6,14,4,4,169,False,UTILITY,42,0,36593,13369,1493,18296,0,2620,735,46,197,58,5,0,12240,1294,1386,1,2,3,0,1,60,3,7,22,True,0,131,0,0,0,0,0,0,0,0.6901544434128704,2,455.82331142970924,0.15078985719406526,0,2,4,0,2,485.18379669999996,0,2229.597412109375,0,0,29,0,0,0,0,0,,0,0,1759.7952606,0,324.37767822299026,0,,16,0,0,0,0,0,10,1,0.5405405405405406,0,2,0,0,1,0,0,7,16,0,0,0,23,3,3,0,0,0,0,1,0,3190,0,1,0,0,0,16,1,0,0,0,0,0,0,0,,25,56,0,0,1,20,0,18,1,20,0,0,4,0,0,1,0.123579284392697,0,0,0,0,2,0,1,0,0.690676212310791,2.0718251517751263,7,3,1,5002,5002,5005,8400,8300,8465,2053,0,0,8463,1623,0,0,8473,521,0,0,8242,48,0,0,8345,3,0,0,8347,0,0,0
19,1128,CLASSIC,1682792284388,0,1,6,0,0,0,0,201,0,0,5,363,3398,363,9835,0,3,2,0,0,4,3,False,False,False,False,False,True,0,4880,4625,0,0,0,0,3190,3857,1029,3047,2055,0,3364,17,0,0,NONE,0,0,0,696,5468,3041,3606,0,0,0,0,0,0,0,0,0,6260,941,5726,1,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,28,13,13,4,4,14,2,4,169,False,UTILITY,18,0,19447,4382,645,10350,0,360,132,37,106,49,3,0,7717,400,1016,0,0,4,0,0,38,3,5,14,False,0,58,0,0,0,0,0,0,1,0.2328335039929396,2,233.05440919100255,0.17434445296076967,0,3,11,0,1,982.2132325,0,777.6439819335938,0,0,13,0,0,0,0,0,1,0,0,1128.3952163,0,259.49928684242155,0,1,2,0,0,0,0,0,2,0,0.75,0,0,0,0,0,0,0,6,15,1,0,0,16,0,2,0,0,0,0,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0,0,,60,22,0,0,0,12,0,0,0,6,0,0,6,0,0,0,0.17441997228920847,0,0,0,0,1,0,1,0,1.5306427478790283,2.045875779082512,5,5,0,5002,5002,5005,8400,8300,8465,867,0,0,8463,168,0,0,8473,98,0,0,8242,47,0,0,8345,3,0,0,8347,0,0,0
20,2304,CLASSIC,1682784256781,0,5,25,0,0,0,0,201,0,1,6,670,5663,670,47768,0,7,4,0,0,0,11,False,False,False,False,False,True,0,10756,10300,0,0,0,0,3857,3190,3109,3075,1057,3111,3364,26,1,3,BOTTOM,4,3,1,1345,24316,12458,21002,0,2,0,0,0,0,0,2,0,13117,2271,11469,2,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,88,38,38,12,9,14,5,4,169,False,UTILITY,50,0,45998,16957,2884,36574,2,3161,1372,41,201,264,5,0,8565,2228,4103,1,1,2,0,0,99,4,9,37,True,1,176,0,0,2,0,0,0,0,0.6625500013546879,4,441.54635508673596,0.1985464003599684,0,7,30,0,2,1447.5948348,0,4257.505859375,0,0,39,1,0,0,0,0,1,0,3,2304.2909931,0,280.0712607592712,0,1,21,0,0,0,0,0,4,9,0.6363636363636364,0,2,0,0,0,1,0,8,15,0,0,0,19,0,1,0,0,0,0,0,0,3190,0,1,0,0,0,20,1,0,0,0,0,0,0,0,,156,58,0,0,0,33,0,4,0,28,0,0,3,1,0,2,0.11437614399184547,0,0,0,0,2,0,1,0,4.044923305511475,2.594297696378713,9,6,0,5002,5002,5005,8400,8300,8465,3631,0,0,8463,3716,0,0,8473,903,0,0,8242,74,0,0,8345,3,0,0,8347,0,0,0
21,922,CLASSIC,1682782809920,0,0,7,0,0,0,1,201,0,0,3,780,780,780,7661,0,2,1,0,0,1,4,True,False,False,False,False,True,0,5465,4475,0,0,0,0,3855,3190,3111,0,0,0,3364,13,0,3,NONE,0,2,1,391,4054,3124,3073,0,0,0,0,0,0,0,0,0,5077,915,4112,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,29,14,12,3,4,14,2,4,169,False,UTILITY,16,0,15637,4353,268,7402,0,201,247,25,89,33,2,0,6505,312,217,1,1,0,0,0,26,1,4,8,True,0,58,0,0,0,0,0,0,0,0.6925588460463815,1,283.12164140892344,0.19995228682389787,0,2,4,0,0,,0,516.3260498046875,0,0,11,0,0,0,0,0,,0,0,922.6007622999999,0,355.4481544798633,0,1,6,0,0,0,0,0,5,0,0.45454545454545453,0,2,0,0,0,0,0,8,14,0,0,0,5,0,1,0,0,0,0,0,0,,0,1,0,0,0,10,1,0,0,0,0,0,0,0,,22,23,0,0,0,7,0,4,0,10,0,0,10,0,0,0,0.12041248481289292,0,1,0,0,3,0,0,0,1.0090491771697998,1.6987226927390155,4,4,2,5002,5002,5005,8400,8300,8465,383,0,0,8463,377,0,0,8473,209,0,0,8242,38,0,0,8345,3,0,0,8347,0,0,0
22,2404,CLASSIC,1682772698420,0,1,33,0,0,0,0,201,0,2,4,529,2324,529,59915,0,11,2,0,0,1,7,False,False,False,False,False,False,0,11028,9550,0,0,2,1,3857,3190,3109,3111,3075,1029,3364,28,0,0,BOTTOM,26,0,0,660,14750,8081,14814,0,4,0,0,0,0,0,0,0,8250,1945,23682,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,77,38,36,13,11,14,5,4,169,False,UTILITY,52,0,30933,12069,4058,44348,0,5308,1210,32,225,345,5,0,7932,2042,5851,1,2,7,0,0,91,2,5,35,True,2,164,0,0,1,0,0,0,1,0.42750794825568655,2,301.17605759847805,0.21287966718742266,0,11,3,0,1,1430.2439695,0,5269.3837890625,0,0,37,0,0,0,0,0,1,0,1,2404.3862583,0,275.20150740010155,0,1,14,0,0,0,0,0,3,6,0.825,0,0,0,0,0,0,0,6,17,0,0,1,6,18,2,0,0,0,0,0,0,3190,0,0,0,0,0,25,1,0,0,0,0,0,16,1,19.595914099999845,22,50,0,0,0,33,0,14,0,33,0,0,1,0,0,3,0.07008352197502167,0,0,0,0,1,0,0,0,0.6950838565826416,2.2779533036567297,5,0,0,5001,5002,5005,8400,8300,8465,2765,0,0,8463,1852,0,0,8473,1135,0,0,8242,143,0,0,8345,3,0,0,8347,0,0,0
23,1985,CLASSIC,1682770364539,0,0,10,0,0,0,0,201,0,0,7,0,232,0,35599,0,10,5,0,0,2,8,True,False,False,False,False,False,0,7699,7475,0,0,0,3,3190,3857,3047,3109,1029,1028,3364,30,0,2,BOTTOM,0,0,1,380,12709,4345,16021,0,0,0,1,0,0,0,0,0,10160,1862,13262,1,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,75,34,25,8,8,14,6,4,169,False,UTILITY,33,0,30435,7282,1201,30181,0,2084,506,39,141,194,5,0,7566,1074,897,0,0,11,0,0,64,5,5,26,False,0,142,0,0,1,0,0,0,0,0.8230564194984348,5,220.09704051457751,0.1920050337689622,0,10,28,0,0,,0,1707.67822265625,0,0,25,0,0,0,0,0,,0,2,1985.2104964999999,0,232.71833080743286,0,1,6,0,0,0,0,0,1.2,1,0.5,0,1,0,0,0,0,0,7,7,0,0,0,2,0,1,0,0,0,0,0,0,3190,0,0,0,0,0,10,1,0,0,0,0,0,7,0,,146,33,0,0,0,21,1,0,0,12,0,0,4,0,0,1,0.08435734802508008,0,0,0,0,0,0,1,0,0.2627120018005371,1.942596986577366,5,1,1,5002,5002,5005,8400,8300,8465,1971,0,0,8463,832,0,0,8473,841,0,0,8242,154,0,0,8345,3,0,0,8347,0,0,0
24,940,CLASSIC,1682769028818,0,0,4,0,0,0,31,15,0,0,1,9520,9520,9520,6061,0,1,0,11,0,0,0,False,False,True,False,False,False,0,18443,15200,0,1,1,0,1038,3006,6672,3031,3072,3046,3340,11,2,50,NONE,716,31,5,683,433,433,2000,0,0,0,0,1,0,0,0,4,153086,66981,7229,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,6,CARRY,0,48,34,5,2,2,12,1,6,169,False,TOP,0,0,162201,74161,0,9230,0,3316,0,130,8,15,1,9,8680,6745,0,4,5,0,0,0,0,0,0,0,True,0,89,3,0,0,0,0,0,0,,0,4724.217504214251,0.26803528709291546,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,4,0,941.8865390999999,0,1174.9034062875696,0,,0,0,0,0,0,3,54,19,0.9818181818181818,0,31,8,0,0,0,0,8,61,1,2,0,0,0,0,0,0,0,0,30,0,6672,0,25,0,0,0,31,,0,0,1,2,0,0,0,8.586966499999903,1,78,0,0,20,0,0,0,0,54,0,0,49,0,0,0,0.8730955584841709,0,0,0,0,5,0,5,0,-1,0,0,0,0,5002,5008,5005,8000,8300,8008,207,43,0,8009,3686,0,0,9103,10,10,0,8014,1960,0,0,8304,7,3,0,8345,3,0,0
25,1153,CLASSIC,1682767647301,0,0,8,0,0,0,19,3,0,0,2,10523,10523,10523,16519,0,5,0,9,0,0,0,False,False,True,False,False,False,0,17740,14400,0,0,1,0,1056,4636,4637,3020,4629,3089,3340,22,6,38,NONE,0,19,3,514,123088,62700,2090,0,4,1,0,1,0,0,0,0,8499,2111,17402,0,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,DUO,0,50,27,39,5,3,12,2,6,169,False,MIDDLE,72,0,131588,64811,479,19493,0,535,0,89,162,62,1,3,0,0,0,2,4,1,0,0,4,0,0,2,True,0,121,0,0,0,0,0,0,0,,0,3364.792462602862,0.3206085995192506,0,5,0,0,0,,,479.4888916015625,0,0,77,0,0,0,0,0,,4,0,1155.7051009,0,920.9998449614008,0,,24,0,1,0,0,2,9.2,1,1,1,16,6,0,0,0,0,8,45,,1,0,,1,,0,0,0,0,12,0,4636,0,17,0,0,0,28,,0,0,1,0,0,1,1,18.767535599999974,7,69,0,0,12,2,0,0,1,46,0,0,22,0,0,0,0.7333966306607795,0,0,0,0,4,0,3,0,,0.2182887996040625,0,0,0,5003,5008,5008,8400,8200,8439,1726,727,0,8446,3076,0,0,8473,228,0,0,8451,162,0,0,8275,5,0,0,8210,28,0,0
